song name,artist,genre,year,song name (bengali),,,,,,,,,,
Sedin Dekha hoye Chilo,Kunal Ganjawala,Adhunik,2010,????? ???? ??? ????,,,,,,,,,,
Khoka Babu,Samidh Mukherjee,Adhunik,2010,???? ????,,,,,,,,,,
Mon Hariye Beghore,Mohit Chauhan,Adhunik,2010,?? ??????? ??????,,,,,,,,,,
Ea Jibone Prem Sei proshno,Jeet Gannguli,Adhunik,2010,? ???? ????? ?? ??????,,,,,,,,,,
Moula Mere Moula,Jeet Gannguli,Adhunik,2010,???? ???? ????,,,,,,,,,,
Ki Je Agun,Kalpana,Adhunik,2010,?? ?? ????,,,,,,,,,,
Target,Jeet Gannguli,Adhunik,2010,???????,,,,,,,,,,
Chena shona prithibita,Nachiketa Chakraborty,Adhunik,2010,???? ???? ????????,,,,,,,,,,
Khujechi Toke Raat Berate,Jeet Gannguli,Adhunik,2010,?????? ???? ??? ??????,,,,,,,,,,
Keno Aaj Kal,Nachiketa Chakraborty,Adhunik,2010,???? ?? ???,,,,,,,,,,
Pirit Koro Na,Rana Majumder,Adhunik,2010,????? ???? ??,,,,,,,,,,
O La La,Jeet Gannguli,Adhunik,2008,? ?? ??,,,,,,,,,,
Pantey Taali,Jeet Gannguli,Adhunik,2008,?????? ????,,,,,,,,,,
Piya Rey Piya Rey,Zubeen Garg,Adhunik,2008,????? ?? ????? ??,,,,,,,,,,
Jhiri Jhiri,June Banerjee,Adhunik,2008,???? ????,,,,,,,,,,
Tomar Sorir Aamaye Jagaye,Promit Roy,Adhunik,2017,????? ????? ?????? ???????,,,,,,,,,,
Vorer Misti Hawa,Promit Roy,Adhunik,2017,????? ?????? ??????,,,,,,,,,,
KhubKom Jone Lucky Hoi,Soham,Adhunik,2015,????? ???? ???? ???,,,,,,,,,,
egiye De Sad,Somlata,Adhunik,2015,????? ?? ?????,,,,,,,,,,
Ami Achi ,Arijit Singh,Adhunik,2014,??? ???,,,,,,,,,,
Somoyer Mon Nei,Arijit Singh,Adhunik,2014,?????? ?? ???,,,,,,,,,,
Muthoy aaj,Arijit Singh,Adhunik,2014,?????? ??,,,,,,,,,,
Asatoma Sadgamaya,Arijit Singh,Adhunik,2014,?????? ????????,,,,,,,,,,
Ei Bhalo Ei Kharap,Arijit Singh,Adhunik,2014,?? ???? ?? ????,,,,,,,,,,
Piya Bina,Arijit Singh,Adhunik,2014,????? ????,,,,,,,,,,
Shobi Maya,Shahdab Hashmi,Adhunik,2014,???? ?????,,,,,,,,,,
Aye Aye Aye,Dibyendu Mukherjee,Adhunik,2014,????? ????? ?????,,,,,,,,,,
Sakhi Ri Shubha,Shubha Mudgal,Adhunik,2013,??? ?? ????,,,,,,,,,,
Sakhi Ri Awata Nahi,Shubha Mudgal,Adhunik,2013,??? ?? ???? ????,,,,,,,,,,
Chander Pahar,Arijit Singh,Adhunik,2013,??????? ??????,,,,,,,,,,
Na Re Na,Arijit Singh,Adhunik,2012,?? ?? ??,,,,,,,,,,
Saajnaa,Prashmita Paul,Adhunik,2012,?????,,,,,,,,,,
Bojhena Se Bojhena,Arijit Singh,Adhunik,2012,?????? ?? ??????,,,,,,,,,,
Eto Kiser Tara,Arijit Singh,Adhunik,2023,??? ????? ????,,,,,,,,,,
Oboseshe,Arijit Singh,Adhunik,2022,?????,,,,,,,,,,
Parbona Ami Chartey Toke,Arijit Singh,Adhunik,2015,??????? ??? ???? ????,,,,,,,,,,
Ei Ekla Mon,Arijit Singh,Adhunik,2021,?? ???? ??,,,,,,,,,,
Abar Phire Ele,Arijit Singh,Adhunik,2021,??? ???? ???,,,,,,,,,,
He Sokha,Arijit Singh,Adhunik,2021,?? ????,,,,,,,,,,
Amra Chas Kori Anonde,Arijit Singh,Adhunik,2021,???? ??? ??? ??????,,,,,,,,,,
Mukto Kore dao,Arijit Singh,Adhunik,2020,????? ???? ???,,,,,,,,,,
Hoyto Tomari Jonno,Arijit Singh,Adhunik,2019,???? ?????? ?????,,,,,,,,,,
Jojor Gaan,Arijit Singh,Adhunik,2018,????? ???,,,,,,,,,,
Chol Na Jai,Arijit Singh,Adhunik,2017,??? ?? ???,,,,,,,,,,
Jete Hawbe,Papon,Adhunik,2017,???? ?????,,,,,,,,,,
Phirbo Na,Tanya Sen,Adhunik,2017,????? ??,,,,,,,,,,
Hariye Jai,Arijit Singh,Adhunik,2017,??????? ???,,,,,,,,,,
Garbar hain,Kuntal De,Adhunik,2017,????? ??????,,,,,,,,,,
Pakhi Jaa,Savvy,Adhunik,2017,???? ??,,,,,,,,,,
Bolna re mon,Arindom,Adhunik,2016,????? ?? ??,,,,,,,,,,
Chailey,Arindom,Adhunik,2016,?????,,,,,,,,,,
Phiriye De Cinemahall,Arijit Singh,Adhunik,2016,??????? ?? ????????,,,,,,,,,,
wrong number,Arijit Singh,Adhunik,2015,?? ???????,,,,,,,,,,
Thikana Lekha Nei,Arijit Singh,Adhunik,2015,?????? ???? ???,,,,,,,,,,
Love Maane Kiss,Indraadip Dasgupta,Adhunik,2015,??? ???? ???,,,,,,,,,,
Apur Paayer Chhaap,Arijit Singh,Adhunik,2014,???? ?????? ???,,,,,,,,,,
Apur Panchali ,Arijit Singh,Adhunik,2014,???? ???????,,,,,,,,,,
Eka ekla mon,Arijit Singh,Adhunik,2014,???? ??,,,,,,,,,,
Mon Bojhena,Arijit Singh,Adhunik,2014,?? ??????,,,,,,,,,,
Ecche Kore,Arijit Singh,Adhunik,2014,??? ????,,,,,,,,,,
Lonely Very Lonely,Zubeen Garg,Adhunik,2013,????? ???? ?????,,,,,,,,,,
Fakir Mon,Samidh Mukherjee,Adhunik,2013,???? ??,,,,,,,,,,
Ghumparinir Gaan,Arijit Singh,Adhunik,2013,????????? ???,,,,,,,,,,
Haat Dhoreche Gaacher Paata,Shreya Ghoshal,Adhunik,2013,??? ?????? ????? ????,,,,,,,,,,
Mon Majhire,Shreya Ghoshal,Adhunik,2013,?? ??????,,,,,,,,,,
Ghum Bhanganir Gaan,Mohan Kannan,Adhunik,2013,??? ????????? ???,,,,,,,,,,
Kala Koi Geli,Shalmali Kholgade,Adhunik,2013,???? ??? ????,,,,,,,,,,
Rum Jhum Jhum,Shaan,Adhunik,2016,?? ??? ???,,,,,,,,,,
Aamar Aponar Cheye,Shaan,Adhunik,2016,???? ??? ???,,,,,,,,,,
Dur Deepo Bashini,Shaan,Adhunik,2016,??? ???? ??????,,,,,,,,,,
Ei Rangamati,Shaan,Adhunik,2016,?? ????????,,,,,,,,,,
Syama Namer,Shaan,Adhunik,2016,?????? ?????,,,,,,,,,,
Jago Anosono,Shaan,Adhunik,2016,???? ???????,,,,,,,,,,
Meghla Nishi Bhore,Shaan,Adhunik,2016,????? ???? ????,,,,,,,,,,
Noor jahan,Shaan,Adhunik,2016,??? ?????,,,,,,,,,,
Sure O Baneer,Shaan,Adhunik,2016,?????? ?  ?????,,,,,,,,,,
Arun O kanti,Shaan,Adhunik,2016,???? ? ??????,,,,,,,,,,
Holud Pankhir Danaye,June Banerjee,Adhunik,2015,???? ?????? ???????,,,,,,,,,,
Aami Aami ,Shaan,Adhunik,2015,??? ???,,,,,,,,,,
Aaj Meghla Din,Surojit,Adhunik,2015,?? ????? ???,,,,,,,,,,
Lagche Lagche Bhalo,Uttam Sarkar,Adhunik,2015,???? ??? ????,,,,,,,,,,
Je Tomaye Chhare Chharuk,Shaan,Adhunik,2015,?? ??????? ???? ?????,,,,,,,,,,
Allah Megh Dey,Shaan,Adhunik,2015,?????? ??? ??,,,,,,,,,,
Dekhechhi Rupsagore Moner manush,Shaan,Adhunik,2015,????? ??????? ???? ?????,,,,,,,,,,
Nao Chhariya Dey,Shaan,Adhunik,2015,??? ??????? ??,,,,,,,,,,
Dhano Dhannyo Pushpe Bhora,Shaan,Adhunik,2015,??? ????? ?????? ????,,,,,,,,,,
Shob loke Koy,Shaan,Adhunik,2015,??? ???? ???,,,,,,,,,,
Ei Ranga Matir Pathe,Shaan,Adhunik,2015,?? ???? ????? ???,,,,,,,,,,
Prabhato somoye,Shaan,Adhunik,2015,??????? ?????,,,,,,,,,,
Ami Takdoom Takdoom Bajai,Shaan,Adhunik,2015,??? ?????? ?????? ?????,,,,,,,,,,
Banglar Mati Banglar Jol,Shaan,Adhunik,2015,?????? ???? ?????? ??,,,,,,,,,,
Amar Mon Jakhon,Shaan,Adhunik,2013,??? ?? ???,,,,,,,,,,
Aaj Khela Bhangar,Shaan,Adhunik,2013,?? ???? ?????,,,,,,,,,,
Aha Aji Ar Basante,Shaan,Adhunik,2013,??? ??? ?? ??????,,,,,,,,,,
Tomra Ja Bolo,Shaan,Adhunik,2013,????? ?? ????,,,,,,,,,,
Oi Je Jhorer Meghe,Shaan,Adhunik,2013,?? ?? ????? ????,,,,,,,,,,
Eki Labonnye,Shaan,Adhunik,2013,??? ??????,,,,,,,,,,
Tomar Holo Shuru,Shaan,Adhunik,2013,????? ??? ????,,,,,,,,,,
Madhur dhwani,Shaan,Adhunik,2013,???? ???????,,,,,,,,,,
Eki Satto Sakoli,Shaan,Adhunik,2013,??? ????? ??????,,,,,,,,,,
Basante Phool Ganthlo,Shaan,Adhunik,2013,?????? ??? ??????,,,,,,,,,,
Ami Chanchal Hey,Shaan,Adhunik,2013,??? ????? ??,,,,,,,,,,
Ami Chini Go Chini,Babul Supriyo,Adhunik,2012,??? ???? ?? ????,,,,,,,,,,
Jodi Tare Nai Chini Go,Shaan,Adhunik,2012,????? ???? ??? ???? ??,,,,,,,,,,
Dibosho Rajoni,Kavita Krishnamurthy,Adhunik,2012,?????? ????,,,,,,,,,,
Swapne Aamar Mone Holo,Babul Supriyo,Adhunik,2012,??????? ???? ??? ???,,,,,,,,,,
Jonaki Ki Sukhey Oi,Shaan,Adhunik,2012,?????? ?? ???? ??,,,,,,,,,,
Sakoruno Benu Bajaye,Kavita Krishnamurthy,Adhunik,2012,???????? ???? ???????,,,,,,,,,,
Aamar MonBole Chai,Babul Supriyo,Adhunik,2012,???? ?? ???? ???,,,,,,,,,,
Aami Tomer Songe,Shaan,Adhunik,2012,??? ????? ????,,,,,,,,,,
Baje Koruno Sure,Kavita Krishnamurthy,Adhunik,2012,???? ?????? ????,,,,,,,,,,
Praan Chaye Chhokkhu Na Chaye,Shaan,Adhunik,2012,????? ??? ????? ?? ???,,,,,,,,,,
Dujone Dekha Holo,Kavita Krishnamurthy,Adhunik,2012,?????? ???? ????,,,,,,,,,,
Tumi Kon Kanoner Phul,Babul Supriyo,Adhunik,2012,???? ???? ?????? ???,,,,,,,,,,
Bhalobeshe Sakhi Nribhito Jotone,Shaan,Adhunik,2012,???????? ??? ?????? ??????,,,,,,,,,,
Sunil Sagore,Kavita Krishnamurthy,Adhunik,2012,????? ?????,,,,,,,,,,
Na Chahile Jare,Babul Supriyo,Adhunik,2012,?? ?????? ????,,,,,,,,,,
Mone Ki Didha Rekhe Gele Chole,Shaan,Adhunik,2012,??? ?? ???? ???? ??? ????,,,,,,,,,,
"Sei Bhalo, Sei Bhalo",Kavita Krishnamurthy,Adhunik,2012,"????? ????, ?????? ????",,,,,,,,,,
Aamar Praner Pore,Babul Supriyo,Adhunik,2012,???? ??????? ???,,,,,,,,,,
Sokhi Bhabona Kahare Bole,Kavita Krishnamurthy,Adhunik,2012,???? ????? ?????? ????,,,,,,,,,,
Aamai Keboli Swapno,Babul Supriyo,Adhunik,2012,???? ????? ???????,,,,,,,,,,
Noy Noy E Modhur Khela,Shaan,Adhunik,2012,??? ??? ? ???? ????,,,,,,,,,,
"Bhalobashi , Bhalobeshi",Kavita Krishnamurthy,Adhunik,2012,"????????, ????????",,,,,,,,,,
Kachhe Chille Dure Gele,Babul Supriyo,Adhunik,2012,??? ???? ???? ???,,,,,,,,,,
Adhek Ghume Nayan Chume,Shaan,Adhunik,2012,???? ???? ???? ????,,,,,,,,,,
Purano Sei Diner Kotha,Kavita Krishnamurthy,Adhunik,2012,?????? ????? ????? ???,,,,,,,,,,
Ei Udashi Haowar Pothe Pothe,Babul Supriyo,Adhunik,2012,?? ????? ?????? ???? ????,,,,,,,,,,
jodi Taare Nai Chini Go,Shaan,Adhunik,2012,???? ???? ??? ???? ??,,,,,,,,,,
Dekhp Dekho sukhtara,Shaan,Adhunik,2012,???? ???? ???????,,,,,,,,,,
Bodo Asha Kore,Shaan,Adhunik,2012,???? ??? ????,,,,,,,,,,
Adhora Madhuri,Shaan,Adhunik,2012,???? ??????,,,,,,,,,,
Ae Ki Gobhir Baani,Shaan,Adhunik,2012,? ?? ????? ????,,,,,,,,,,
Aguner Poroshmoni,Shaan,Adhunik,2012,?????? ??????,,,,,,,,,,
Aami Tomar Songe Bendhechi,Shaan,Adhunik,2010,??? ????? ??? ???????,,,,,,,,,,
Sudhu Jaowa Asha,Shaan,Adhunik,2010,???? ???? ???,,,,,,,,,,
Pran Chaaye Chhokkhu Na Chaaye,Shaan,Adhunik,2010,????? ?????? ????? ?? ?????,,,,,,,,,,
Nittyo Tomar Je Phool Phote,Shaan,Adhunik,2010,??????? ????? ?? ??? ????,,,,,,,,,,
"O Jonaki, Ki Shukhe",Shaan,Adhunik,2010,"?? ??????, ?? ????",,,,,,,,,,
Aadhek Ghume Nayan Chume,Shaan,Adhunik,2010,???? ???? ???? ????,,,,,,,,,,
Toma Khola haowa,Shaan,Adhunik,2010,???? ???? ??????,,,,,,,,,,
Paran Bhoriye Trishna Horiye,Shaan,Adhunik,2010,???? ??????? ?????? ????????,,,,,,,,,,
Sudhu Tomar Bani,Shaan,Adhunik,2010,???? ????? ????,,,,,,,,,,
Mone Pore Sei Fire,Shaan,Adhunik,2010,?? ?? ??? ??? ?????,,,,,,,,,,
O Majhire,Shaan,Adhunik,2010,? ??????,,,,,,,,,,
Na Bola Kotha Gulo,Shaan,Adhunik,2010,?? ???? ??? ????,,,,,,,,,,
Brishti Thamar pore,Shaan,Adhunik,2010,?????? ????? ???,,,,,,,,,,
Ami Je Krishna toke,Shaan,Adhunik,2010,??? ?? ????? ????,,,,,,,,,,
duchokhe Ele Jol,Shaan,Adhunik,2010,?????? ??? ??,,,,,,,,,,
Ghum Ase Na,Shaan,Adhunik,2010,??? ??? ??,,,,,,,,,,
Tobu Vor Hoy,Shaan,Adhunik,2010,??? ??? ??,,,,,,,,,,
Chole Jai Ami Chole Jai,Shaan,Adhunik,2010,???? ??? ??? ???? ???,,,,,,,,,,
O Nilaave,Shaan,Adhunik,2010,? ??????,,,,,,,,,,
Aasha Nirasha,Shaan,Adhunik,2010,??? ??????,,,,,,,,,,
Tor Karone,Shaan,Adhunik,2023,??? ????,,,,,,,,,,
Mon Dubey Jai,Shaan,Adhunik,2022,?? ???? ??,,,,,,,,,,
Hariyecho Mon,Shaan,Adhunik,2022,??????? ??,,,,,,,,,,
Bhalobashi Sudhu Tomake,Shaan,Adhunik,2022,??????? ???? ??????,,,,,,,,,,
Harano Sur,Shaan,Adhunik,2022,?????? ???,,,,,,,,,,
Moner Janla Dilam Khule,Shaan,Adhunik,2022,???? ????? ???? ????,,,,,,,,,,
Amrai Jitbo Aaj,Shaan,Adhunik,2021,????? ????? ??,,,,,,,,,,
Cholechi Akhono,Shaan,Adhunik,2021,?????? ?????,,,,,,,,,,
Shei prem,Shaan,Adhunik,2021,??? ?????,,,,,,,,,,
Wrong Route Ae Bombay Palabo,Shaan,Adhunik,2019,??? ??? ???? ??????? ??????,,,,,,,,,,
Bolche  Akaash Bolche Bataash,Shaan,Adhunik,2018,????? ???? ????? ?????,,,,,,,,,,
Ei Toh  Jeebon,Shaan,Adhunik,2018,???? ???? ???? ????,,,,,,,,,,
Ami Bhalobashi,Shaan,Adhunik,2018,??? ????????,,,,,,,,,,
Khusite Aaj,Shaan,Adhunik,2018,?????? ??,,,,,,,,,,
Aleyar Alo,Akriti,Adhunik,2018,??????? ???,,,,,,,,,,
Kuashaa,Shaan,Adhunik,2018,???????,,,,,,,,,,
Abhijaan,Shaan,Adhunik,2017,??????,,,,,,,,,,
Kistimaat,Silajit Majumder,Adhunik,2017,?????????,,,,,,,,,,
Ho Halla,Shaan,Adhunik,2016,?? ??????,,,,,,,,,,
Tumi Chara Kichu Nei,Shaan,Adhunik,2008,???? ???? ???? ???,,,,,,,,,,
Preme Pora Baron,Lagnajita Chakraborty,Adhunik,2019,?????? ???? ??????,,,,,,,,,,
Adure Din,Ranajoy Bhattacharjee,Adhunik,2019,????? ???,,,,,,,,,,
Bune Bune Jai,Anindya Chattopadhyay,Adhunik,2019,???? ???? ???,,,,,,,,,,
Aj Amar Akash,Rupankar Bagchi,Adhunik,2019,?? ???? ????,,,,,,,,,,
Era Sukher Lagi,Iman Chakraborty,Adhunik,2019,??? ????? ????,,,,,,,,,,
Somoy Vese Jay,Keka Ghoshal,Adhunik,2019,??? ??? ??,,,,,,,,,,
Samantaral ,Arijit Singh,Adhunik,2017,?????????,,,,,,,,,,
Taakey Olpo Kachhe Dakchhi,Mahtim Shakib,Adhunik,2021,?????? ???? ??? ????,,,,,,,,,,
Tomar e Toh Kachhe,Anindya Chattopadhyay,Adhunik,2021,???? ? ?? ????,,,,,,,,,,
Jwal Phoring,Anupam Roy,Adhunik,2021,?????? ?????,,,,,,,,,,
Kache Thako,Papon,Adhunik,2021,???? ????,,,,,,,,,,
Prem Tame,Shreya Ghoshal,Adhunik,2021,????? ???,,,,,,,,,,
Tor Sathe,Sudipto Chowdhury,Adhunik,2018,??? ????,,,,,,,,,,
Kal Shara Raat,Sudipto Chowdhury,Adhunik,2018,??? ???? ???,,,,,,,,,,
Generation Aami,Arindom,Adhunik,2018,???????? ???,,,,,,,,,,
Bhule Jeo,Amrita Singh,Adhunik,2018,???? ???,,,,,,,,,,
Kon Gopone,Surangana bandyopadhyay,Adhunik,2020,?? ??????,,,,,,,,,,
Tui Chol,Somlata,Adhunik,2020,??? ??,,,,,,,,,,
Biye Legechhe,Lagnajita Chakraborty,Adhunik,2020,????? ??????,,,,,,,,,,
yadidang Whridayang,Ujjaini Mukherjee,Adhunik,2020,???????? ????????,,,,,,,,,,
Shona Bondhu,Prashmita Paul,Adhunik,2018,???? ?????,,,,,,,,,,
Mon Boleche,Imran,Adhunik,2018,??? ??????,,,,,,,,,,
Abchha Sahare,Ujjaini Mukherjee,Adhunik,2017,???? ??????,,,,,,,,,,
Aaina Mon Bhanga,Zubeen Garg,Adhunik,2021,????? ?? ??????,,,,,,,,,,
Le Paglu Dance,Jeet Gannguli,Adhunik,2021,?? ????? ???,,,,,,,,,,
Hate You,Monali Thakur,Adhunik,2021,???? ????,,,,,,,,,,
Besh Tor,Shreya Ghoshal,Adhunik,2021,??? ???,,,,,,,,,,
Chol Choley Jaai,Shreya Ghoshal,Adhunik,2021,??? ???? ???,,,,,,,,,,
Renu,Kailash Kher,Adhunik,2021,????,,,,,,,,,,
O Yara Vey,Kunal Ganjawala,Adhunik,2010,? ????? ???,,,,,,,,,,
Dui Prithibi,Rana Majumder,Adhunik,2010,??? ??????,,,,,,,,,,
Jotodur Chokh Jay,Mahtim Shakib,Adhunik,2023,?????? ??? ??,,,,,,,,,,
Ei Mon Tomake Dilam,Mahtim Shakib,Adhunik,1998,?? ?? ?????? ?????,,,,,,,,,,
Fagun Hawai Hawai,Mahtim Shakib,Adhunik,2021,????? ??????? ???????,,,,,,,,,,
Tomay Hrid Majhare Rakhbo,Mahtim Shakib,Adhunik,2021,?????? ????? ?????? ?????,,,,,,,,,,
Monta Obaddho,Mahtim Shakib,Adhunik,2019,???? ?????,,,,,,,,,,
Shudhu Valobashi,Mahtim Shakib,Adhunik,2023,???? ???????,,,,,,,,,,
O Priyare,Mahtim Shakib,Adhunik,2023,? ?????????,,,,,,,,,,
Omon Kore Dako Jodi,Mahtim Shakib,Adhunik,2023,??? ???? ???? ?????,,,,,,,,,,
Ogo Shonar Meye,Mahtim Shakib,Adhunik,2023,??? ????? ?????,,,,,,,,,,
Motsho konna,Mahtim Shakib,Adhunik,2023,???? ????,,,,,,,,,,
chol Choley Jaai,Mahtim Shakib,Adhunik,2022,??? ???? ???,,,,,,,,,,
Nisha Lagilo Re,Mahtim Shakib,Adhunik,2022,???? ?????? ??,,,,,,,,,,
Bhabte Parchina,Mahtim Shakib,Adhunik,2022,???? ???????,,,,,,,,,,
Hoye Achi Tor,Mahtim Shakib,Adhunik,2022,???? ??? ???,,,,,,,,,,
Jabo Ami Koi,Mahtim Shakib,Adhunik,2022,???? ??? ???,,,,,,,,,,
Aguntuk,Mahtim Shakib,Adhunik,2022,???????,,,,,,,,,,
Muthor Angul Khule,Mahtim Shakib,Adhunik,2022,????? ?????? ????,,,,,,,,,,
Oviman,Mahtim Shakib,Adhunik,2022,??????,,,,,,,,,,
Tomar Amar Shwapnogulo,Mahtim Shakib,Adhunik,2022,????? ???? ??????????,,,,,,,,,,
E Kemon Jibon,Mahtim Shakib,Adhunik,2022,? ???? ????,,,,,,,,,,
Jesh Na Amy Chere,Mahtim Shakib,Adhunik,2022,??? ?? ??? ????,,,,,,,,,,
Hawai Mithai,Mahtim Shakib,Adhunik,2022,??????? ?????,,,,,,,,,,
Holude Chokh Rakho,Mahtim Shakib,Adhunik,2022,????? ??? ????,,,,,,,,,,
Phoenix Pakhir Danay,Mahtim Shakib,Adhunik,2021,??????? ????? ????,,,,,,,,,,
Ovinoy,Mahtim Shakib,Adhunik,2021,??????,,,,,,,,,,
Beche Thaka Baron,Mahtim Shakib,Adhunik,2021,???? ???? ????,,,,,,,,,,
Baron,Mahtim Shakib,Adhunik,2021,??????,,,,,,,,,,
Meghla Kalo Chul,Mahtim Shakib,Adhunik,2021,????? ???? ???,,,,,,,,,,
Khub Kachakachi,Mahtim Shakib,Adhunik,2021,??? ???????,,,,,,,,,,
Bhul Seshe Valobeshe,Mahtim Shakib,Adhunik,2021,??? ???? ???????,,,,,,,,,,
Bhalobashi Beshi Ajkal,Mahtim Shakib,Adhunik,2021,??????? ???? ?????,,,,,,,,,,
Golpota Emoni,Mahtim Shakib,Adhunik,2021,??????? ????,,,,,,,,,,
Ami Thakbona,Mahtim Shakib,Adhunik,2021,??? ???????,,,,,,,,,,
Dishehara,Mahtim Shakib,Adhunik,2021,????????,,,,,,,,,,
Tumi Nei Kothao,Mahtim Shakib,Adhunik,2021,???? ??? ????,,,,,,,,,,
Obohela,Mahtim Shakib,Adhunik,2021,???????,,,,,,,,,,
Ami shudhu Tor Hote Chai,Mahtim Shakib,Adhunik,2021,??? ???? ??? ???? ???,,,,,,,,,,
Muthor Bhetor Tumi Nei,Mahtim Shakib,Adhunik,2020,????? ????? ???? ??,,,,,,,,,,
Bheve Bolna Tui,Mahtim Shakib,Adhunik,2020,???? ????? ???,,,,,,,,,,
Tomay Koto Valobashi,Mahtim Shakib,Adhunik,2020,????? ???? ????????,,,,,,,,,,
Tui Ar Ager Moto Nei,Mahtim Shakib,Adhunik,2020,??? ?? ??? ???? ???,,,,,,,,,,
Vulechi Nijer Thikana,Mahtim Shakib,Adhunik,2020,?????? ????? ??????,,,,,,,,,,
Jiggasha,Mahtim Shakib,Adhunik,2020,????????,,,,,,,,,,
Na Thaka Jure,Mahtim Shakib,Adhunik,2020,?? ???? ????,,,,,,,,,,
Tomar Namey,Mahtim Shakib,Adhunik,2020,????? ???,,,,,,,,,,
Tore Jokhon Mone Pore,Mahtim Shakib,Adhunik,2019,???? ???? ???? ????,,,,,,,,,,
Hariye Tomate,Mahtim Shakib,Adhunik,2019,??????? ??????,,,,,,,,,,
Rekho Tomar Kore,Mahtim Shakib,Adhunik,2019,???? ????? ????,,,,,,,,,,
Shironame Tui,Mahtim Shakib,Adhunik,2019,??????? ???,,,,,,,,,,
Raag Kore Thaka Jai Na,Mahtim Shakib,Adhunik,2019,??? ???? ???? ??? ??,,,,,,,,,,
Buker Baa Pashe,Mahtim Shakib,Adhunik,2019,????? ?? ????,,,,,,,,,,
Diba Shopno,Mahtim Shakib,Adhunik,2017,???? ????,,,,,,,,,,
Monero Ronge rangabo,Mahtim Shakib,Adhunik,1974,???? ????? ??????,,,,,,,,,,
Aynate Oi Mukh Dekhte Jokhon,Mahtim Shakib,Adhunik,1970,??????? ?? ??? ?????? ?????,,,,,,,,,,
Olper Porichoy,Debayan Banerjee,Adhunik,2023,????? ???????,,,,,,,,,,
Amake Nao,Debayan Banerjee,Adhunik,2022,???? ???,,,,,,,,,,
O Radhe Radhe,Srijita Mitra,Adhunik,2022,?? ???? ????,,,,,,,,,,
Aalote Chol,Debayan Banerjee,Adhunik,2022,???? ??,,,,,,,,,,
Pabo Ki Pabona,Debayan Banerjee,Adhunik,2022,???? ?? ??????,,,,,,,,,,
Nyaka Kobita,Pralay Sarkar,Adhunik,2022, ????? ?????,,,,,,,,,,
Uber Share,Debayan Banerjee,Adhunik,2023,???? ??????,,,,,,,,,,
Jaaney Hridoy ,Anirban Bhattacharya,Adhunik,2023,???? ?????,,,,,,,,,,
Sajani ,Nilayan Chatterjee,Adhunik,2022,????,,,,,,,,,,
Bibagi Phone,Anirban Bhattacharya,Adhunik,2022,?????? ???,,,,,,,,,,
Harano Folder,Nilayan Chatterjee,Adhunik,2020,?????? ???????,,,,,,,,,,
Tor Sohay,Nilayan Chatterjee,Adhunik,2020,??? ????,,,,,,,,,,
Jeebon Boley,Nilayan Chatterjee,Adhunik,2020,???? ???,,,,,,,,,,
Swapnojibi,Nilayan Chatterjee,Adhunik,2020,??????????,,,,,,,,,,
Volcano,Nilayan Chatterjee,Adhunik,2020,??????,,,,,,,,,,
Patalroth,Nilayan Chatterjee,Adhunik,2020,???????,,,,,,,,,,
Zhiri zhiri Udashi,Shaan,Adhunik,2013,???? ???? ?????,,,,,,,,,,
Kono Pagol,Surojit Chatterjee,Adhunik,2013,??? ????,,,,,,,,,,
Halud Pakhir Dana,Shaan,Adhunik,2013,???? ????? ????,,,,,,,,,,
Buke Agun Ki Darun,Shaan,Adhunik,2013,???? ???? ?? ?????,,,,,,,,,,
Aalo ,Surojit Chatterjee,Adhunik,2012,???,,,,,,,,,,
Dour Dour,Surojit Chatterjee,Adhunik,2012,?? ??,,,,,,,,,,
Muktodhara ,Mohan Singh Khangura,Adhunik,2012,?????????,,,,,,,,,,
National Anthem,Mohan Singh Khangura,Adhunik,2012,?????? ?????,,,,,,,,,,
Bahe Nirantar,Jayati Chakraborty,Adhunik,2012,??? ???????,,,,,,,,,,
Amar Mukti Aloe Aloe,Joy Bhattacharjee,Adhunik,2012,??? ?????? ??? ???,,,,,,,,,,
Apatoto Jai,Nilayan Chatterjee,Adhunik,2023,?????? ???,,,,,,,,,,
Amay Bhasali Re,Kumar Shanu,Lokogeeti,2000,???? ?????? ??,,,,,,,,,,
Kalo Jwole Kuchla Tole,Rishi Panda,Lokogeeti,2021,???? ????? ????? ????,,,,,,,,,,
Tomar Ghore Bosot Kore,Rishi Panda,Lokogeeti,2021,????? ???? ??? ????,,,,,,,,,,
Sohag chand badani dhani,Nirmalendu Chowdhury,Lokogeeti,1988,????? ???? ???? ????,,,,,,,,,,
Prabhaat Samay Kaale,Kumar Shanu,Lokogeeti,2000,?????? ???? ????,,,,,,,,,,
Age Janle Tor,Kumar Shanu,Lokogeeti,2000,???? ????? ???,,,,,,,,,,
Behaya,Lagnajita Chakraborty,Lokogeeti,2021,???????,,,,,,,,,,
Istishaner Railgarita,Runa Laila,Lokogeeti,1982,?????????? ??????????,,,,,,,,,,
Amat Bhindeshi Tara,Chondrobindu,Lokogeeti,2022,???? ??????? ????,,,,,,,,,,
Emon Ekta Case,Runa Laila,Lokogeeti,1982,??? ???? ?????,,,,,,,,,,
Chokher Aaral Hoile Pare,Runa Laila,Lokogeeti,1982,????? ??? ???? ????,,,,,,,,,,
Amar Onge Onge,Lagnajita Chakraborty,Lokogeeti,2018,???? ????? ?????,,,,,,,,,,
